1,5,0,3
1,5,1,3
1,5,2,3
1,5,3,3
1,5,4,3
1,5,5,3
1,5,6,3
1,5,7,3
1,5,8,3
1,5,9,3
1,5,10,3
1,5,11,3
1,5,12,3
1,5,13,3
1,5,14,3
1,5,15,3
1,5,0,3
1,5,1,3
1,5,2,3
1,5,3,3
1,5,4,3
1,5,5,3
1,5,6,3
1,5,7,3
1,5,8,3
1,5,9,3
1,5,10,3
1,5,11,3
1,5,12,3
1,5,13,3
1,5,14,3
1,5,15,3
1,5,0,3
1,5,1,3
1,5,2,3
1,5,3,3
1,5,4,3
1,5,6,3
1,5,6,3
1,5,7,3
